Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2021-06-14,Breakfast,230.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,57.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,
2021-06-14,Lunch,785.0,18.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,71.0,0.0,7.0,84.0,25.0,0.0,80.0,0.0,
2021-06-15,Breakfast,358.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,
2021-06-15,Lunch,503.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,
2021-06-15,Snacks,230.0,11.0,6.0,0.0,0.0,0.0,0.0,115.0,0.0,30.0,1.0,24.0,3.0,0.0,0.0,0.0,2.0,
2021-06-16,Breakfast,718.0,4.5,2.5,0.0,0.0,0.0,20.0,340.0,800.0,122.0,0.0,26.0,47.0,31.0,100.0,95.0,20.0,
2021-06-16,Dinner,612.1,14.0,2.0,0.0,0.0,0.0,15.0,250.0,520.0,42.5,0.0,7.0,79.4,25.0,0.0,80.0,0.0,
2021-06-16,Lunch,503.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,
2021-06-16,Snacks,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,11.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,
2021-06-17,Breakfast,469.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,
2021-06-17,Dinner,376.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0.0,0.0,37.0,0.0,0.0,0.0,0.0,
2021-06-17,Lunch,503.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,
2021-06-17,Snacks,660.0,3.5,2.0,0.0,0.0,0.0,15.0,700.0,1756.6,106.0,0.0,84.0,46.0,1121.7,105.0,80.0,0.0,
2021-06-18,Breakfast,428.6,3.5,2.0,0.0,0.0,0.0,15.0,718.0,520.0,58.0,0.0,57.0,42.0,25.0,0.0,80.0,0.0,
2021-06-21,Dinner,453.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,
2021-06-21,Lunch,617.0,14.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,52.0,0.0,7.0,70.0,25.0,0.0,80.0,0.0,
2021-06-22,Dinner,453.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,
2021-06-24,Breakfast,557.0,22.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,32.0,0.0,7.0,57.0,25.0,0.0,80.0,0.0,
2021-06-24,Dinner,903.0,22.5,4.0,0.0,0.0,0.0,15.0,400.0,520.0,97.0,2.0,25.0,79.0,25.0,0.0,82.0,2.0,
2021-06-24,Lunch,531.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,
2021-06-24,Snacks,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,23.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,
2021-06-25,Breakfast,327.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,
2021-06-25,Lunch,531.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,
2021-06-26,Breakfast,327.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,
2021-06-28,Breakfast,959.6,10.5,2.0,0.0,0.0,0.0,15.0,718.0,520.0,139.0,0.0,57.0,78.0,25.0,0.0,80.0,0.0,
2021-06-28,Dinner,489.3,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.6,0.0,0.0,33.8,0.0,0.0,0.0,0.0,
2021-06-28,Lunch,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-06-28,Snacks,90.0,7.5,1.0,2.3,3.8,0.0,0.0,65.0,95.0,4.0,1.0,1.5,3.5,0.0,0.0,1.0,2.0,
2021-06-29,Breakfast,327.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,
2021-06-29,Dinner,460.0,7.0,4.0,0.0,0.0,0.0,30.0,500.0,1040.0,16.0,0.0,14.0,84.0,50.0,0.0,160.0,0.0,
2021-06-29,Lunch,557.0,22.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,32.0,0.0,7.0,57.0,25.0,0.0,80.0,0.0,
2021-06-29,Snacks,430.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,103.0,0.0,83.0,4.0,0.0,0.0,0.0,0.0,
2021-06-30,Breakfast,556.0,9.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,67.0,0.0,7.0,51.0,25.0,0.0,80.0,0.0,
2021-06-30,Dinner,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-06-30,Snacks,440.0,20.0,4.0,0.0,0.0,0.0,0.0,300.0,0.0,52.0,4.0,36.0,14.0,0.0,0.0,4.0,4.0,
2021-07-01,Breakfast,400.0,29.0,18.0,0.0,0.0,0.0,105.0,210.0,0.0,29.0,1.0,25.0,7.0,0.0,0.0,0.0,0.0,
2021-07-01,Lunch,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-07-05,Breakfast,927.3,22.8,13.2,0.9,4.6,0.0,144.7,601.8,1342.4,107.2,5.0,27.3,74.8,41.1,32.4,95.5,40.0,
2021-07-06,Breakfast,480.0,7.0,4.0,0.0,0.0,0.0,30.0,870.0,1040.0,19.0,0.0,16.0,84.0,50.0,0.0,140.0,0.0,
2021-07-06,Dinner,567.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
2021-07-06,Lunch,655.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,
2021-07-06,Snacks,400.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,92.0,0.0,56.0,8.0,0.0,0.0,0.0,0.0,
2021-07-07,Breakfast,358.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,
2021-07-07,Dinner,797.5,11.0,2.0,0.0,0.0,0.0,15.0,250.0,520.0,83.0,0.0,8.0,92.0,25.0,0.0,70.0,0.0,
2021-07-07,Lunch,657.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,40.5,0.0,0.0,0.0,0.0,
2021-07-10,Breakfast,470.0,13.5,4.0,0.0,0.0,0.0,15.0,770.0,520.0,37.0,2.0,26.0,49.0,25.0,0.0,72.0,2.0,
2021-07-12,Breakfast,320.0,15.0,2.0,4.5,7.5,0.0,0.0,155.0,351.0,41.0,8.0,20.0,10.0,7.0,80.0,8.0,10.0,
2021-07-12,Dinner,597.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,
2021-07-13,Breakfast,1014.8,32.9,12.2,5.1,10.6,0.0,123.1,657.9,1298.2,107.8,7.0,23.6,76.9,37.4,29.9,79.0,44.0,
2021-07-13,Dinner,340.0,2.0,0.6,0.6,0.6,0.2,116.0,270.0,1190.0,20.0,8.0,12.0,66.0,0.0,4.0,2.0,8.0,
2021-07-14,Dinner,380.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,
2021-07-14,Snacks,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-07-15,Lunch,26.5,0.1,0.0,0.0,0.0,0.0,0.0,2.6,96.6,6.2,1.1,2.8,0.7,0.0,4.9,15.2,0.1,
2021-07-16,Breakfast,337.0,11.5,3.1,1.9,3.7,0.0,372.0,142.0,138.0,40.7,0.0,0.4,16.6,160.0,0.0,56.0,1.8,
2021-07-16,Dinner,248.4,11.0,3.0,0.0,0.0,0.0,105.0,680.8,30.7,3.9,0.4,2.5,31.2,0.0,2.5,2.4,15.2,
2021-07-16,Lunch,978.1,29.7,12.6,0.6,3.1,0.0,123.8,623.8,1260.3,106.3,6.6,23.9,75.5,37.5,30.0,79.1,41.6,
2021-07-19,Breakfast,176.5,5.8,1.6,1.0,1.8,0.0,186.0,71.0,69.0,20.4,0.0,0.2,10.3,80.0,0.0,28.0,0.9,
2021-07-19,Dinner,843.7,31.7,7.0,0.0,2.5,0.0,40.0,450.0,545.0,49.0,4.0,8.0,95.5,31.0,0.0,94.0,12.0,
2021-07-19,Lunch,837.5,18.0,10.3,0.6,3.1,0.0,123.8,530.0,1115.0,100.0,5.0,20.8,70.0,37.5,30.0,77.5,40.0,
2021-07-20,Breakfast,320.5,12.5,2.1,1.0,1.8,0.0,186.0,251.0,117.0,26.4,1.0,2.2,22.3,80.0,0.0,28.0,6.9,
2021-07-20,Dinner,559.4,4.3,2.2,0.2,0.2,0.1,44.0,680.0,664.7,73.6,0.6,61.0,58.4,29.0,40.3,80.5,2.7,
2021-07-20,Lunch,840.4,23.1,6.7,0.6,1.9,0.0,82.5,681.1,1025.9,93.9,7.7,11.6,67.6,42.5,25.5,95.9,46.1,
2021-07-21,Breakfast,181.5,5.8,2.1,1.0,1.8,0.0,186.0,251.0,117.0,20.4,1.0,2.2,10.3,80.0,0.0,28.0,6.9,
2021-07-21,Dinner,1060.0,29.5,13.5,1.5,0.5,0.0,160.0,2580.0,520.0,99.0,1.0,75.0,95.0,57.0,0.0,226.0,25.0,
2021-07-21,Lunch,935.8,24.1,9.9,0.0,2.0,0.0,106.7,628.3,1289.6,106.0,6.3,25.5,75.1,43.3,30.3,81.3,41.3,
2021-07-22,Breakfast,1699.8,37.5,15.6,2.5,4.3,0.0,407.7,2174.3,1290.3,212.4,7.0,87.2,122.0,131.3,30.3,149.0,71.9,
2021-07-22,Dinner,320.0,4.5,2.0,0.0,0.0,0.0,40.0,730.0,520.0,14.0,0.0,13.0,53.0,25.0,0.0,80.0,6.0,
2021-07-23,Breakfast,181.5,5.8,2.1,1.0,1.8,0.0,186.0,251.0,117.0,20.4,1.0,2.2,10.3,80.0,0.0,28.0,6.9,
2021-07-23,Dinner,725.0,24.0,7.0,1.5,0.5,0.0,115.0,2390.0,0.0,80.0,4.0,12.0,47.0,23.0,40.0,45.0,40.0,
2021-07-23,Lunch,1053.3,18.2,10.0,0.0,2.0,0.0,121.7,803.3,1693.3,109.0,5.0,30.0,112.7,68.3,30.3,160.0,40.0,
2021-07-24,Breakfast,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-07-24,Dinner,770.0,23.8,8.0,0.0,0.0,0.0,122.5,2395.0,308.0,72.0,4.0,13.5,66.0,35.5,40.0,81.0,36.0,
2021-07-24,Lunch,938.3,14.7,8.0,0.0,2.0,0.0,106.7,738.3,1173.3,130.0,5.0,50.0,70.7,43.3,30.3,80.0,40.0,
2021-07-25,Breakfast,181.5,5.8,2.1,1.0,1.8,0.0,186.0,251.0,117.0,20.4,1.0,2.2,10.3,80.0,0.0,28.0,6.9,
2021-07-25,Dinner,660.0,22.8,7.5,0.0,0.0,0.0,122.5,2215.0,260.0,52.0,3.0,11.5,62.0,35.5,40.0,81.0,30.0,
2021-07-25,Lunch,823.3,14.7,8.0,0.0,2.0,0.0,106.7,553.3,1173.3,101.0,5.0,23.0,70.7,43.3,30.3,80.0,40.0,
2021-07-25,Snacks,318.0,11.4,4.2,2.0,3.6,0.0,379.5,267.0,398.0,20.8,0.0,19.9,33.6,172.5,0.0,96.0,1.8,
2021-07-26,Breakfast,1004.8,20.5,10.1,1.0,3.8,0.0,292.7,804.3,1290.3,121.4,6.0,25.2,81.0,123.3,30.3,108.0,46.9,
2021-07-26,Dinner,1085.0,33.0,12.0,0.0,0.0,0.0,270.0,3560.0,664.0,86.0,4.0,14.0,98.0,8.0,0.0,39.0,54.0,
2021-07-27,Breakfast,181.5,5.8,2.1,1.0,1.8,0.0,186.0,251.0,117.0,20.4,1.0,2.2,10.3,80.0,0.0,28.0,6.9,
2021-07-27,Dinner,1010.0,32.0,12.0,0.0,0.0,0.0,230.0,2720.0,192.0,84.0,4.0,14.0,86.0,16.0,0.0,74.0,54.0,
2021-07-27,Lunch,812.5,14.3,7.8,0.0,1.9,0.0,105.0,542.5,1140.0,100.0,5.0,22.0,70.0,42.5,30.0,77.5,40.0,
2021-07-28,Breakfast,14.0,0.2,0.0,0.1,0.0,0.0,0.0,11.0,109.6,2.6,0.9,0.9,1.1,114.2,31.8,33.8,0.8,
2021-07-28,Lunch,1332.5,30.3,11.7,0.0,2.9,0.0,260.0,1652.5,1140.0,135.0,9.0,26.0,131.0,42.5,32.0,85.5,79.0,
2021-07-29,Dinner,1081.5,36.8,13.6,1.0,1.8,0.0,416.0,2791.0,261.0,84.4,4.0,14.2,92.3,96.0,0.0,102.0,54.9,
2021-07-29,Lunch,812.5,14.3,7.8,0.0,1.9,0.0,105.0,542.5,1140.0,100.0,5.0,22.0,70.0,42.5,30.0,77.5,40.0,
2021-07-30,Breakfast,220.0,2.0,1.0,0.0,0.0,0.0,0.0,360.0,96.0,40.0,2.0,4.0,8.0,0.0,0.0,0.0,12.0,
2021-07-30,Dinner,797.5,31.4,6.5,1.0,0.0,0.0,153.1,2187.5,841.0,54.0,5.0,14.0,73.8,0.0,0.0,14.8,22.5,
2021-07-30,Lunch,927.5,16.1,8.8,0.0,1.9,0.0,112.5,667.5,1400.0,104.0,5.0,25.5,91.0,55.0,30.0,117.5,40.0,
2021-07-31,Breakfast,115.0,1.8,1.0,0.0,0.0,0.0,7.5,125.0,260.0,4.0,0.0,3.5,21.0,12.5,0.0,40.0,0.0,
2021-07-31,Dinner,1120.0,33.0,12.5,0.0,0.0,0.0,230.0,2900.0,240.0,104.0,5.0,16.0,90.0,16.0,0.0,74.0,60.0,
2021-07-31,Lunch,812.5,14.3,7.8,0.0,1.9,0.0,105.0,542.5,1140.0,100.0,5.0,22.0,70.0,42.5,30.0,77.5,40.0,
2021-08-01,Breakfast,181.5,5.8,2.1,1.0,1.8,0.0,186.0,251.0,117.0,20.4,1.0,2.2,10.3,80.0,0.0,28.0,6.9,
2021-08-01,Dinner,720.0,22.0,9.5,0.0,0.0,0.0,150.0,2440.0,380.0,63.0,3.0,12.0,59.0,16.0,0.0,72.0,33.0,
2021-08-01,Lunch,812.5,14.3,7.8,0.0,1.9,0.0,105.0,542.5,1140.0,100.0,5.0,22.0,70.0,42.5,30.0,77.5,40.0,
2021-08-01,Snacks,115.0,1.8,1.0,0.0,0.0,0.0,7.5,125.0,260.0,4.0,0.0,3.5,21.0,12.5,0.0,40.0,0.0,
2021-08-02,Dinner,576.5,20.8,7.6,1.0,1.8,0.0,301.0,1431.0,165.0,42.4,2.0,7.2,49.3,88.0,0.0,65.0,27.9,
2021-08-02,Lunch,1317.5,30.3,13.8,0.0,1.9,0.0,220.0,1902.5,1236.0,142.0,7.0,29.0,113.0,50.5,30.0,114.5,67.0,
2021-08-02,Snacks,60.0,2.0,1.0,0.0,0.0,0.0,25.0,580.0,236.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,
2021-08-03,Dinner,723.0,9.0,1.0,4.0,0.0,0.0,111.4,741.7,0.0,88.0,0.0,8.0,64.6,0.0,0.0,16.0,32.1,
2021-08-03,Lunch,1097.5,28.3,12.8,0.0,1.9,0.0,220.0,1542.5,1140.0,102.0,5.0,25.0,105.0,50.5,30.0,114.5,55.0,
2021-08-04,Breakfast,181.5,5.8,2.1,1.0,1.8,0.0,186.0,251.0,117.0,20.4,1.0,2.2,10.3,80.0,0.0,28.0,6.9,
2021-08-04,Dinner,337.5,14.3,1.3,4.8,6.3,0.0,62.5,1135.0,0.0,29.5,0.0,6.5,18.0,0.0,0.0,4.0,12.0,
2021-08-04,Lunch,1172.5,26.8,10.8,1.0,1.9,0.0,210.0,1372.5,1140.0,124.0,5.0,25.0,104.0,42.5,30.0,83.5,61.0,
2021-08-04,Snacks,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-08-05,Breakfast,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-08-05,Dinner,335.0,2.5,0.5,0.0,0.0,0.0,37.5,915.0,48.0,57.5,1.0,32.5,19.0,0.0,0.0,0.0,12.0,
2021-08-05,Lunch,1320.0,40.6,14.6,3.8,8.2,0.0,245.0,1972.5,1188.0,122.0,6.0,27.0,109.0,50.5,30.0,114.5,61.0,
2021-08-06,Breakfast,417.5,19.8,5.8,3.8,6.3,0.0,82.5,1805.0,48.0,27.5,1.0,10.5,27.0,16.0,0.0,70.0,12.0,
2021-08-06,Dinner,480.0,14.0,3.0,2.0,0.0,0.0,105.0,980.0,0.0,46.0,0.0,5.0,37.0,0.0,0.0,10.0,27.0,
2021-08-06,Lunch,812.5,14.3,7.8,0.0,1.9,0.0,105.0,542.5,1140.0,100.0,5.0,22.0,70.0,42.5,30.0,77.5,40.0,
2021-08-06,Snacks,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-08-07,Breakfast,372.5,14.3,3.8,0.8,1.3,0.0,110.0,910.0,48.0,22.0,1.0,3.0,35.0,0.0,0.0,2.0,21.0,
2021-08-07,Lunch,1397.5,29.8,10.8,2.0,1.9,0.0,247.5,2257.5,1140.0,153.5,5.0,31.5,122.0,42.5,30.0,87.5,73.0,
2021-08-08,Breakfast,240.0,11.0,3.0,0.0,0.0,0.0,105.0,680.0,0.0,2.0,0.0,1.0,31.0,0.0,0.0,2.0,15.0,
2021-08-08,Dinner,830.0,27.0,8.0,1.0,0.0,0.0,225.0,1760.0,520.0,34.0,0.0,11.0,107.0,25.0,0.0,88.0,36.0,
2021-08-08,Lunch,888.6,18.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,154.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,
2021-08-08,Snacks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-09,Breakfast,300.0,4.5,2.0,0.0,0.0,0.0,40.0,740.0,520.0,13.0,0.0,10.0,52.0,25.0,0.0,80.0,4.0,
2021-08-09,Dinner,770.0,30.0,6.5,2.0,0.0,0.0,105.0,1280.0,234.0,74.0,3.0,11.0,48.0,100.0,800.0,32.0,35.0,
2021-08-09,Lunch,812.5,14.3,7.8,0.0,1.9,0.0,105.0,542.5,1140.0,100.0,5.0,22.0,70.0,42.5,30.0,77.5,40.0,
2021-08-10,Breakfast,837.5,14.3,7.8,0.0,1.9,0.0,105.0,542.5,1145.0,106.0,5.0,22.0,70.0,142.5,830.0,102.5,40.0,
2021-08-10,Dinner,515.0,19.0,5.5,1.5,2.5,0.0,130.0,1030.0,520.0,10.0,0.0,8.0,73.0,25.0,0.0,82.0,15.0,
2021-08-10,Lunch,510.0,10.5,0.5,4.5,2.5,0.0,47.5,1285.0,0.0,73.5,0.0,10.5,24.0,0.0,0.0,12.0,24.0,
2021-08-10,Snacks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-11,Breakfast,225.0,3.0,0.0,1.0,0.0,0.0,37.5,885.0,0.0,29.5,0.0,6.5,18.0,0.0,0.0,4.0,12.0,
2021-08-11,Dinner,812.5,14.3,7.8,0.0,1.9,0.0,105.0,542.5,1140.0,100.0,5.0,22.0,70.0,42.5,30.0,77.5,40.0,
2021-08-11,Lunch,525.0,18.5,3.5,3.5,2.5,0.0,115.0,1080.0,0.0,46.0,0.0,5.0,37.0,0.0,0.0,10.0,27.0,
2021-08-11,Snacks,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-08-12,Breakfast,655.0,6.0,2.5,0.0,0.0,0.0,52.5,1575.0,568.0,89.5,1.0,67.5,61.0,25.0,0.0,80.0,12.0,
2021-08-12,Dinner,330.0,17.0,7.0,0.0,0.0,0.0,125.0,1320.0,0.0,2.0,0.0,5.0,39.0,16.0,0.0,72.0,15.0,
2021-08-12,Lunch,812.5,14.3,7.8,0.0,1.9,0.0,105.0,542.5,1140.0,100.0,5.0,22.0,70.0,42.5,30.0,77.5,40.0,
2021-08-13,Breakfast,812.5,14.3,7.8,0.0,1.9,0.0,105.0,542.5,1140.0,100.0,5.0,22.0,70.0,42.5,30.0,77.5,40.0,
2021-08-13,Lunch,990.0,29.5,8.1,1.4,7.3,0.0,145.0,1965.3,1027.8,81.4,8.0,17.5,96.5,30.3,7.5,91.0,37.4,
2021-08-14,Breakfast,812.5,14.3,7.8,0.0,1.9,0.0,105.0,542.5,1140.0,100.0,5.0,22.0,70.0,42.5,30.0,77.5,40.0,
2021-08-14,Dinner,460.0,13.0,4.0,0.0,0.0,0.0,105.0,1040.0,96.0,42.0,2.0,5.0,39.0,0.0,0.0,2.0,27.0,
2021-08-14,Lunch,410.0,5.5,2.5,0.0,0.0,0.0,40.0,920.0,568.0,33.0,1.0,12.0,56.0,25.0,0.0,80.0,10.0,
2021-08-15,Breakfast,1282.5,32.3,11.8,0.0,1.9,0.0,130.0,1512.5,1422.0,153.0,9.0,33.0,95.0,42.5,30.0,79.5,58.0,
2021-08-15,Dinner,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-08-15,Lunch,290.0,11.0,3.0,0.0,0.0,0.0,105.0,710.0,160.0,13.0,3.0,4.0,33.0,0.0,0.0,4.0,21.0,
2021-08-16,Breakfast,1011.1,14.3,7.8,0.0,1.9,0.0,105.0,1010.5,1140.0,150.0,5.0,72.0,70.0,42.5,30.0,77.5,40.0,
2021-08-16,Dinner,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-08-16,Lunch,530.0,22.0,6.0,0.0,0.0,0.0,210.0,1390.0,160.0,15.0,3.0,5.0,64.0,0.0,0.0,6.0,36.0,
2021-08-16,Snacks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,35.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-17,Dinner,290.0,11.0,3.0,0.0,0.0,0.0,105.0,710.0,160.0,13.0,3.0,4.0,33.0,0.0,0.0,4.0,21.0,
2021-08-17,Lunch,1392.5,38.8,16.8,0.0,1.9,0.0,140.0,1582.5,1846.0,135.0,7.0,46.0,127.0,83.5,90.0,229.5,42.0,
2021-08-18,Breakfast,85.5,4.8,1.6,1.0,1.8,0.0,186.0,77.0,69.0,3.6,0.4,0.4,6.7,80.0,1.6,28.0,0.9,
2021-08-18,Dinner,800.0,28.0,10.0,0.0,0.0,0.0,230.0,2120.0,480.0,56.0,9.0,24.0,76.0,16.0,60.0,80.0,48.0,
2021-08-18,Lunch,812.5,14.3,7.8,0.0,1.9,0.0,105.0,542.5,1140.0,100.0,5.0,22.0,70.0,42.5,30.0,77.5,40.0,
2021-08-19,Breakfast,425.0,3.5,2.0,0.0,0.0,0.0,15.0,465.0,520.0,56.0,0.0,43.0,42.0,25.0,60.0,80.0,0.0,
2021-08-19,Dinner,470.0,14.5,5.0,0.0,0.0,0.0,120.0,930.0,520.0,10.0,0.0,8.0,73.0,25.0,0.0,82.0,15.0,
2021-08-19,Lunch,850.0,28.0,9.0,0.0,0.0,0.0,145.0,2040.0,900.0,95.0,15.0,23.0,53.0,0.0,0.0,12.0,54.0,
2021-08-20,Breakfast,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-08-20,Dinner,680.0,28.0,9.5,0.0,0.0,0.0,120.0,1530.0,15.0,64.0,7.0,28.0,44.0,0.0,0.0,19.0,29.0,
2021-08-20,Lunch,812.5,14.3,7.8,0.0,1.9,0.0,105.0,542.5,1140.0,100.0,5.0,22.0,70.0,42.5,30.0,77.5,40.0,
2021-08-21,Breakfast,700.0,18.5,7.0,0.0,0.0,0.0,130.0,1630.0,535.0,48.0,6.0,14.0,81.0,25.0,0.0,97.0,25.0,
2021-08-21,Dinner,800.0,22.0,9.5,0.0,0.0,0.0,10.0,1015.0,195.0,95.0,8.0,51.0,47.0,0.0,0.0,15.0,40.0,
2021-08-21,Lunch,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-08-22,Breakfast,230.0,3.5,2.0,0.0,0.0,0.0,15.0,250.0,520.0,8.0,0.0,7.0,42.0,25.0,0.0,80.0,0.0,
2021-08-22,Dinner,470.0,15.0,5.0,0.0,0.0,0.0,115.0,1380.0,15.0,40.0,6.0,7.0,39.0,0.0,0.0,17.0,25.0,
2021-08-22,Lunch,1002.5,30.3,10.8,4.5,10.9,0.0,105.0,637.5,1342.0,107.0,8.0,24.0,78.0,42.5,30.0,79.5,42.0,
2021-08-23,Breakfast,1042.5,17.8,9.8,0.0,1.9,0.0,120.0,792.5,1660.0,108.0,5.0,29.0,112.0,67.5,30.0,157.5,40.0,
2021-08-23,Dinner,580.0,16.6,6.5,0.0,0.0,0.0,125.0,1480.0,1060.0,43.5,5.0,12.0,59.5,12.5,0.0,57.0,25.0,
2021-08-23,Snacks,80.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,19.0,0.0,9.0,0.0,0.0,60.0,0.0,0.0,
2021-08-24,Breakfast,115.0,1.8,1.0,0.0,0.0,0.0,7.5,125.0,260.0,4.0,0.0,3.5,21.0,12.5,0.0,40.0,0.0,
2021-08-24,Dinner,675.0,25.3,6.5,4.0,5.0,0.0,137.5,1705.0,800.0,61.5,5.0,10.5,41.5,0.0,0.0,21.0,31.0,
2021-08-24,Lunch,892.5,14.3,7.8,0.0,1.9,0.0,105.0,572.5,1140.0,119.0,5.0,31.0,70.0,42.5,90.0,77.5,40.0,
2021-08-24,Snacks,160.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,45.0,0.0,0.0,0.0,40.0,0.0,0.0,55.0,0.0,
2021-08-25,Breakfast,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,
